index,course_title,url,certification,level,organization,platform
1044,Le bitcoin et la blockchain,https://www.udemy.com/le-bitcoin-et-la-blockchain/,COURSE,All Levels,Business Finance,udemy
1045,Contabilità Generale,https://www.udemy.com/contabilita-generale/,COURSE,All Levels,Business Finance,udemy
1046,Торговля опционами: Как заработать на волатильности,https://www.udemy.com/optiontrading/,COURSE,All Levels,Business Finance,udemy
1047,Estrategias de Inversión aplicadas al mundo del trading,https://www.udemy.com/estrategias-de-inversion/,COURSE,All Levels,Business Finance,udemy
1048,バイナリーオプション取引,https://www.udemy.com/binaryoptiontrainingprogram/,COURSE,All Levels,Business Finance,udemy
1049,Caza los Enormes Movimientos del Mercado,https://www.udemy.com/caza-los-enormes-movimientos-del-mercado/,COURSE,All Levels,Business Finance,udemy
1050,Le basi del trading online,https://www.udemy.com/le-basi-del-trading-online/,COURSE,Beginner Level,Business Finance,udemy
1051,自分に合った投資信託を見つけよう！,https://www.udemy.com/kabucom_toushin/,COURSE,Beginner Level,Business Finance,udemy
1052,Monatlich Geld anlegen für später!,https://www.udemy.com/monatlich-geld-anlegen/,COURSE,Beginner Level,Business Finance,udemy
1053,Invierte en la Bolsa Mexicana y de USA,https://www.udemy.com/invierte-en-la-bmv/,COURSE,Beginner Level,Business Finance,udemy
1054,Gestão Financeira Para Pequenas e Médias Empresas,https://www.udemy.com/gestao-financeira/,COURSE,All Levels,Business Finance,udemy
1055,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,https://www.udemy.com/curso-bitcoin/,COURSE,All Levels,Business Finance,udemy
1056,Tudo sobre Investimentos em Renda Fixa,https://www.udemy.com/tudo-sobre-investimentos-em-renda-fixa/,COURSE,All Levels,Business Finance,udemy
1057,Aprende a invertir sin capital,https://www.udemy.com/aprende-a-invertir-sin-capital/,COURSE,Beginner Level,Business Finance,udemy
1058,Apprendre à trader sur le marché du Forex - guide complet,https://www.udemy.com/apprendre-a-trader-sur-le-marche-du-forex-guide-complet/,COURSE,Beginner Level,Business Finance,udemy
1059,Introducción a las Finanzas,https://www.udemy.com/introduccion-a-las-finanzas/,COURSE,Beginner Level,Business Finance,udemy
1060,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,https://www.udemy.com/finanzielle-unabhaengigkeit-1-erste-schritte-zur-million/,COURSE,Beginner Level,Business Finance,udemy
1061,Forex para Principiantes-Ejemplos en VIVO de Trading Real,https://www.udemy.com/forex-espanol/,COURSE,Beginner Level,Business Finance,udemy
1062,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,https://www.udemy.com/finanzielle-unabhaengigkeit-3-millionaer-werden-mit-immobilien/,COURSE,Expert Level,Business Finance,udemy
1063,Introduction to Health Financing,https://www.udemy.com/introduction-to-health-financing/,COURSE,Beginner Level,Business Finance,udemy
1064,Accounting Cycle: Learn the concepts in 60 minutes,https://www.udemy.com/accounting-cycle-in-60-minutes/,COURSE,All Levels,Business Finance,udemy
1065,Optimize! Make Best Decisions with Microsoft Excel,https://www.udemy.com/optimize/,COURSE,Expert Level,Business Finance,udemy
1066,Understanding The Stock Market: For Beginners,https://www.udemy.com/understanding-the-stock-market-a-beginners-course/,COURSE,Beginner Level,Business Finance,udemy
1067,CFA® Level 1 2014 – FI,https://www.udemy.com/cfa-level-1-fixed-income/,COURSE,All Levels,Business Finance,udemy
1068,9. Sinking Funds,https://www.udemy.com/sinking-funds/,COURSE,All Levels,Business Finance,udemy
1069,Managerial Accounting - The Ultimate Beginner Course!,https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/,COURSE,Beginner Level,Business Finance,udemy
1070,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,COURSE,Beginner Level,Business Finance,udemy
1071,Accounting - Basic Costing ,https://www.udemy.com/basic-costing/,COURSE,Beginner Level,Business Finance,udemy
1072,"Double Your Salary With Free, Local, Job Training Courses",https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,COURSE,All Levels,Business Finance,udemy
1073,Financial Modeling - Facebook Case Study,https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/,COURSE,All Levels,Business Finance,udemy
1074,Understanding Financial Derivatives,https://www.udemy.com/understanding-financial-derivatives/,COURSE,Intermediate Level,Business Finance,udemy
1075,Forex Basics: Learn how to read and analyze Forex charts,https://www.udemy.com/forex-basics-c/,COURSE,Beginner Level,Business Finance,udemy
1076,Forex - Help I cant Trade,https://www.udemy.com/forex-help-i-cant-trade/,COURSE,All Levels,Business Finance,udemy
1077,Start-up financial modeling for non-finance professionals,https://www.udemy.com/start-up-financial-modeling-for-non-finance-professionals/,COURSE,All Levels,Business Finance,udemy
1078,The Fast Route to a Faster Financial Close,https://www.udemy.com/faster-financial-close/,COURSE,Intermediate Level,Business Finance,udemy
1079,Easy Finance For Startups,https://www.udemy.com/easy-finance-for-startups/,COURSE,Beginner Level,Business Finance,udemy
1080,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",https://www.udemy.com/excel-4-accounting-bookkeeping-master-date-time-text/,COURSE,All Levels,Business Finance,udemy
1081,"Depreciation, Amortization and Depletion",https://www.udemy.com/depreciation-amor/,COURSE,Intermediate Level,Business Finance,udemy
1082,Breakeven Analysis and Pricing,https://www.udemy.com/breakeven-analysis-and-pricing/,COURSE,All Levels,Business Finance,udemy
1083,Tally ERP Complete Training in Urdu / Hindi,https://www.udemy.com/tally-erp-complete-training-in-urdu/,COURSE,All Levels,Business Finance,udemy
1084,Accounting Simplified,https://www.udemy.com/accounting-simplified/,COURSE,All Levels,Business Finance,udemy
1085,Series 7: Intermediate Options,https://www.udemy.com/series-7-intermediate-options/,COURSE,Intermediate Level,Business Finance,udemy
1086,Accounting and Business Basics,https://www.udemy.com/accounting-and-business-basics/,COURSE,All Levels,Business Finance,udemy
1087,Corso introduttivo al trading profittevole,https://www.udemy.com/corso-introduttivo-al-trading-profittevole/,COURSE,Beginner Level,Business Finance,udemy
1088,Aprende a Ganar Dinero en la Bolsa,https://www.udemy.com/aprende-a-ganar-dinero-en-la-bolsa/,COURSE,All Levels,Business Finance,udemy
1089,Inversión: Fundamentos del Trading para Principiantes,https://www.udemy.com/dinero-aprende-trading-y-se-exitoso/,COURSE,Beginner Level,Business Finance,udemy
1090,Gana en la Bolsa con Análisis Técnico,https://www.udemy.com/curso-basico-de-interpretacion-de-la-bolsa-mediante-graficos/,COURSE,Beginner Level,Business Finance,udemy
1091,Precificação - Calculando valor de venda baseado nos custos,https://www.udemy.com/formacao-de-precos-em-projetos/,COURSE,All Levels,Business Finance,udemy
1092,Cómo ganar dinero invirtiendo en bolsa,https://www.udemy.com/como-ganar-dinero-invirtiendo-en-bolsa/,FREE,Beginner Level,Business Finance,udemy
1093,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,https://www.udemy.com/investiere-online-und-erhalte-zinsen-von-25-in-dollar/,COURSE,All Levels,Business Finance,udemy
1094,Investimento em Ações,https://www.udemy.com/investimento-em-acoes/,COURSE,Beginner Level,Business Finance,udemy
1095,Excelを使ってビジネスシミュレーション：基礎編,https://www.udemy.com/excel-zw/,COURSE,Beginner Level,Business Finance,udemy
1096,Estrategias de trading en bolsa,https://www.udemy.com/diferentes-opciones-de-trading-en-bolsa/,COURSE,All Levels,Business Finance,udemy
1097,Grundlagen der finanziellen Unabhängigkeit,https://www.udemy.com/grundlagen-der-finanziellen-unabhangigkeit/,FREE,All Levels,Business Finance,udemy
1098,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",https://www.udemy.com/wie-du-dir-auch-mit-kleinen-betragen-ein-vermogen-aufbaust/,COURSE,All Levels,Business Finance,udemy
1099,Corporate Ethics,https://www.udemy.com/corporate-ethics/,COURSE,Beginner Level,Business Finance,udemy
1100,CFA Level 2- Quantitative Methods,https://www.udemy.com/cfa-level-2-quantitative-methods/,COURSE,All Levels,Business Finance,udemy
1101,Core Financial Statement Concepts,https://www.udemy.com/financial-statement-concepts/,COURSE,Intermediate Level,Business Finance,udemy
1102,Understand Core Finance Principles in 60 Minutes,https://www.udemy.com/core-finance-principles-in-60-minutes/,COURSE,Beginner Level,Business Finance,udemy
1103,Learn Wave accounting to maintain books properly,https://www.udemy.com/learn-wave-accounting-to-maintain-books-properly/,FREE,All Levels,Business Finance,udemy
1104,Making Tax Digital - UK HMRC Legislation Explained,https://www.udemy.com/making-tax-digital/,FREE,All Levels,Business Finance,udemy
1105,Surviving Introduction to Finance,https://www.udemy.com/surviving-introduction-to-finance/,FREE,Beginner Level,Business Finance,udemy
1106,Cost of Capital and Weighted Average Cost of Capital,https://www.udemy.com/weighted-average-cost-of-capital-wacc/,FREE,All Levels,Business Finance,udemy
1107,Studying the CFA Program exams (Mandarin language version),https://www.udemy.com/studying-the-cfa-mandarin/,FREE,All Levels,Business Finance,udemy
1108,Condor Broken Wing Butterfly Options Trading Course System,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,FREE,All Levels,Business Finance,udemy
1109,≪虎の巻≫証券取引の「税金のお悩み」解消,https://www.udemy.com/kabucom_zeise/,COURSE,Intermediate Level,Business Finance,udemy
1110,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,COURSE,Beginner Level,Business Finance,udemy
1111,TRADING FOR A LIVING: Trading Full-Time Transition Guide,https://www.udemy.com/trading-for-a-living-full-time-trader/,COURSE,Intermediate Level,Business Finance,udemy
1112,Learn How To use Channels to find amazing Forex Entries,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,COURSE,All Levels,Business Finance,udemy
1113,"Financial Analysis, from Scratch to Professional!",https://www.udemy.com/financial-analysis-from-scratch-to-professional-level/,COURSE,Beginner Level,Business Finance,udemy
1114,Cost Accounting Labour Costing (Professional Course Level),https://www.udemy.com/labour-costing/,COURSE,All Levels,Business Finance,udemy
1115,Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,COURSE,All Levels,Business Finance,udemy
1116,The Intelligent Investor,https://www.udemy.com/the-intelligent-investor/,COURSE,All Levels,Business Finance,udemy
1117,Succeed in Futures Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,FREE,All Levels,Business Finance,udemy
1118,Binary Options Beginners Guide : Nadex,https://www.udemy.com/binary-options/,COURSE,Beginner Level,Business Finance,udemy
1119,Trading: From Wall Street to Your Street,https://www.udemy.com/from-wall-street-to-your-street/,COURSE,Intermediate Level,Business Finance,udemy
1120,Build your own Naked Trading Forex Robot,https://www.udemy.com/build-your-own-naked-trading-forex-robot/,COURSE,All Levels,Business Finance,udemy
1121,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,https://www.udemy.com/taxpreparation/,COURSE,All Levels,Business Finance,udemy
1122,Tax Strategies of the Wealthy,https://www.udemy.com/everything-you-need-to-know-about-taxes/,COURSE,Beginner Level,Business Finance,udemy
1123,The Ultimate Fibonacci Trading Plan for Forex and Stocks,https://www.udemy.com/fibonacci-trading-strategy/,COURSE,All Levels,Business Finance,udemy
1124,Finance and Accounting for Startups,https://www.udemy.com/finance-and-accounting-for-startups/,COURSE,All Levels,Business Finance,udemy
1125,Forex - Calculate Lot Size Like Pro,https://www.udemy.com/forex-calculate-lot-size-like-pro/,COURSE,All Levels,Business Finance,udemy
1126,The Complete Forex Trader,https://www.udemy.com/forextrader/,COURSE,All Levels,Business Finance,udemy
1127,Tape Reading: Learn how to read the tape for day trading,https://www.udemy.com/tape-reading-101-learn-how-to-read-the-tape-for-day-trading/,COURSE,All Levels,Business Finance,udemy
1128,4 Easy Daily Forex Trades: A Recipe for Trading Success,https://www.udemy.com/4dailytrades/,COURSE,All Levels,Business Finance,udemy
1129,Trading Robot Forex Programs in Your Sleep in Live Examples!,https://www.udemy.com/trading-robot-forex-programs-in-your-sleep-in-live-examples/,COURSE,Expert Level,Business Finance,udemy
1130,Free Options 101 - Basic of Call and Put Options in 1 Hours,https://www.udemy.com/free-options-101-basic-of-call-and-put-options-in-1-hours/,FREE,All Levels,Business Finance,udemy
1131,An Intro into Trading the Financial Markets,https://www.udemy.com/an-intro-into-trading-the-financial-markets/,COURSE,Beginner Level,Business Finance,udemy
1132,Developing A Trading Strategy: Your Guide to Trading Success,https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/,COURSE,All Levels,Business Finance,udemy
1133,How to Trade Commodity and Financial Futures for a Living!,https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/,COURSE,All Levels,Business Finance,udemy
1134,How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,COURSE,All Levels,Business Finance,udemy
1135,Complete Short Financial Ratio Course for Financial Analysis,https://www.udemy.com/financialratio/,COURSE,All Levels,Business Finance,udemy
1136,How to Build Profitable FOREX Automated Trading Strategies!,https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/,COURSE,All Levels,Business Finance,udemy
1137,Stock Trading Strategies: Profitable Trading in 7 Days.,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,COURSE,All Levels,Business Finance,udemy
1138,Management Accounting A Complete Study,https://www.udemy.com/management-accounting-a-complete-study/,COURSE,All Levels,Business Finance,udemy
1139,Become a Career Day Trader: Asian-Pacific Futures Markets,https://www.udemy.com/become-a-career-day-trader/,COURSE,All Levels,Business Finance,udemy
1140,Equity Products,https://www.udemy.com/equity-products/,COURSE,All Levels,Business Finance,udemy
